"","BANK NAME","BANK BRANCH","CITY","DETAILS","country"
"579","BBVA BANCOMER, S.A.","SECURITIES DEPARTMENT","MEXICO","View","Mexico"
"580","BBVA BANCOMER, S.A.","TRANSFERENCIAS INTERBANCARIAS NACIONALES","MEXICO","View","Mexico"
"581","HSBC MEXICO, S.A. INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIER HSBC","SECURITIES SERVICES CNC MEXICO","MEXICO","View","Mexico"
"582","HSBC MEXICO, S.A. INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIER HSBC","CLS HSBC MEXICO","MEXICO","View","Mexico"
"583","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","","MEXICO","View","Mexico"
"584","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","","ACAPULCO","View","Mexico"
"585","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","","CHIHUAHUA","View","Mexico"
"586","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","","GUADALAJARA","View","Mexico"
"587","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","","HERMOSILLO","View","Mexico"
"588","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","","LEON","View","Mexico"
"589","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","","MAZATLAN","View","Mexico"
"590","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","","MERIDA","View","Mexico"
"591","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","","MEXICO","View","Mexico"
"592","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","","MONTERREY","View","Mexico"
"593","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","","PUEBLA","View","Mexico"
"594","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","SECURITIES SERVICES","MEXICO","View","Mexico"
"595","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","","TIJUANA","View","Mexico"
"596","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","","TOLUCA","View","Mexico"
"597","BANCO SANTANDER (MEXICO), S.A., INSTITUCION DE BANCA MULTIPLE, GRUPO FINANCIERO SANTANDER","","VERACRUZ","View","Mexico"
"598","BANCO NACIONAL DE MEXICO S.A.","VOSTRO ACCOUNTS DEPT","MEXICO","View","Mexico"
"599","BANCO NACIONAL DE MEXICO S.A.","","GUADALAJARA","View","Mexico"
"600","BANCO NACIONAL DE MEXICO S.A.","INTERNATIONAL CUSTODY","MEXICO","View","Mexico"
"601","BANCO NACIONAL DE MEXICO S.A.","","LEON","View","Mexico"
"602","BANCO NACIONAL DE MEXICO S.A.","MONEY TRANSFER INVESTIGATIONS","MEXICO","View","Mexico"
"603","BANCO NACIONAL DE MEXICO S.A.","","MONTERREY","View","Mexico"
"604","BANCO NACIONAL DE MEXICO S.A.","","PUEBLA","View","Mexico"
"605","BANCO NACIONAL DE MEXICO S.A.","PAYMENT ORDERS DEPT","MEXICO","View","Mexico"
"606","BANK OF AMERICA, MEXICO S.A.","","MEXICO","View","Mexico"
"607","GBM GRUPO BURSATIL MEXICANO, S.A.B. DE C.V. CASA E BOLSA","","MEXICO","View","Mexico"
"608","IXE BANCO S.A.","","MEXICO","View","Mexico"
"609","SCOTIABANK INVERLAT, S.A.","","GUADALAJARA","View","Mexico"
"610","SCOTIABANK INVERLAT, S.A.","DEPARTAMENTO DE INVERSION","MEXICO","View","Mexico"
"611","SCOTIABANK INVERLAT, S.A.","","MONTERREY","View","Mexico"
"612","SCOTIABANK INVERLAT, S.A.","","PUEBLA","View","Mexico"
"613","SCOTIABANK INVERLAT, S.A.","SECURITIES DEPARTMENT","MEXICO","View","Mexico"
"614","BANCO MERCANTIL DEL NORTE, S.A.","","MEXICO","View","Mexico"
"615","BANCO MONEX, S.A.","","MEXICO","View","Mexico"
"616","BANCO DE CREDITO RURAL DEL GOLFO S.N.C.","","XALAPA","View","Mexico"
"617","BANCO DE CREDITO RURAL DEL GOLFO S.N.C.","","VILLAHERMOSA","View","Mexico"
"618","SAMSUNG MEXICANA, S.A. DE C.V.","SAMEX","TIJUANA","View","Mexico"
"619","SAMSUNG MEXICANA, S.A. DE C.V.","SEM","TIJUANA","View","Mexico"
"620","BANCO AZTECA, S.A. INSTITUCION DE BANCA MULTIPLE","","MEXICO","View","Mexico"
"621","BANCO AZTECA, S.A. INSTITUCION DE BANCA MULTIPLE","","MEXICO","View","Mexico"
"622","IXE BANCO S.A.","DERIVATIVES","MEXICO","View","Mexico"
"623","IXE BANCO S.A.","FOREIGN EXCHANGE","MEXICO","View","Mexico"
"624","IXE BANCO S.A.","WIRE TRANSFER DEPT","MEXICO","View","Mexico"
"625","IXE BANCO S.A.","WHOLESALE BANKING","MEXICO","View","Mexico"
"626","BANCO MERCANTIL DEL NORTE, S.A.","CUSTODY AND CASH MANAGEMENT","MEXICO","View","Mexico"
"627","BANCO MERCANTIL DEL NORTE, S.A.","DERIVATIVES","MONTERREY,N.L.","View","Mexico"
"628","BANCO MERCANTIL DEL NORTE, S.A.","FOREIGN EXCHANGE","MONTERREY,N.L.","View","Mexico"
"629","BANCO MERCANTIL DEL NORTE, S.A.","WIRE TRANSFER DEPT","MONTERREY,N.L.","View","Mexico"
"630","SCOTIABANK INVERLAT, S.A.","","MEXICO","View","Mexico"
"631","BANCO JP MORGAN S.A.","GLOBAL TREASURY SERVICES","MEXICO","View","Mexico"
"632","BANCOMER RENTA FIJA INTERNACIONAL","","","View","Mexico"
"633","SAMSUNG MEXICANA, S.A. DE C.V.","SEDAM","","View","Mexico"
"634","BANCO MERCANTIL DEL NORTE, S.A.","WHOLESALE BANKING","","View","Mexico"
"635","BANCO ACTINVER SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO ACTINVER","","","View","Mexico"
"636","CIBANCO SA","FIDUCIARIO","","View","Mexico"
"637","BANCO ACTINVER SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO ACTINVER","ADMON.ACTINVER CASA DE BOLSA.","","View","Mexico"
"638","BANCO ACTINVER SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO ACTINVER","ACTINVER CASA DE BOLSA MEX-DER","","View","Mexico"
"639","BANCO ACTINVER SA INSTITUCION DE BANCA MULTIPLE GRUPO FINANCIERO ACTINVER","BANCO ACTINVER, SA MEX-DOL","","View","Mexico"
"640","BANCO DE MEXICO","","","View","Mexico"
"641","TESORED, S.A. DE C.V.","CMS ID 001","","View","Mexico"
"642","TESORED, S.A. DE C.V.","BRANCHID 002","","View","Mexico"
"643","TESORED, S.A. DE C.V.","BRANCHID 003","","View","Mexico"
"644","THE BANK OF NEW YORK MELLON, MEXICO CITY REPRESENTATIVE OFFICE","","MEXICO","View","Mexico"
"645","MERCURY BANK AND TRUST LTD.","","MEXICO","View","Mexico"
"646","BBVA BANCOMER SA","FOREIGN EXCHANGE, INC.","MEXICO","View","Mexico"
"647","DEXIA CREDITO LOCAL MEXICO SA DE CV SOFOL FILI","","MEXICO","View","Mexico"
"648","HYPOTHEKENBANK FRANKFURT AG","","MEXICO","View","Mexico"
"649","ING MEXICO SA DE CV CASA DE BOLSA","","MEXICO","View","Mexico"
"650","ING BANK SA INSTITUCION DE BANCA MULTIPLE","","MEXICO","View","Mexico"
"651","BANCA MIFEL SA","","MEXICO","View","Mexico"
"652","THE ROYAL BANK OF SCOTLAND MEXICO S A","","MEXICO","View","Mexico"
"653","UNION DE CREDITO INDUSTRIAL AGROINDUSTRIAL Y DE SERVICIOS VALLEMEX SA DE CV","","TECAMAC","View","Mexico"
"654","UNICA CASA DE CAMBIO SA DE CV","","CHIHUAHUA","View","Mexico"
"655","MITTAL STEEL LAZARO CARDENAS SA DE CV","","MEXICO","View","Mexico"
"656","ACCIONES Y VALORES S.A.","","BOGOTA","View","Colombia"
"657","ASCREDIBANCO","","BOGOTA","View","Colombia"
"658","BANCO AV VILLAS S.A.","","BOGOTA","View","Colombia"
"659","BAVARIA S.A.","","BOGOTA","View","Colombia"
"660","BANCO DE BOGOTA","","BOGOTA","View","Colombia"
"661","GOLDEN GATE INVESTMENTS SA","","BOGOTA","View","Colombia"
"662","BANCO DE COMERCIO EXTERIOR S.A.","","BOGOTA","View","Colombia"
"663","BANCO CORPBANCA COLOMBIA S.A ( FORMERLY HELM BANK)","","BOGOTA","View","Colombia"
"664","BANCO MUNDIAL","","BOGOTA","View","Colombia"
"665","BNP PARIBAS COLOMBIA CORPORACION FINANCIERA S.A.","","BOGOTA","View","Colombia"
"666","BANCO INTERAMERICANO DE DESARROLLO","","BOGOTA","View","Colombia"
"667","BANCO POPULAR-COLOMBIA","HEADQUARTERS","BOGOTA","View","Colombia"
"668","BANCO DE LA REPUBLICA","","BOGOTA","View","Colombia"
"669","BANCO CORPBANCA COLOMBIA S.A.","","BOGOTA","View","Colombia"
"670","BARING SECURITIES (ANDEAN PACT) LTD","","BOGOTA","View","Colombia"
"671","BANCO GNB SUDAMERIS","","BOGOTA","View","Colombia"
"672","CORPORACION DE AHORRO Y VIVIENDA LAS VILLAS","","BOGOTA","View","Colombia"
"673","CAJA POPULAR COOPERATIVA LTDA","","BOGOTA","View","Colombia"
"674","COMPANIA DE AHORRO E VIVIENDA COLMENA","","BOGOTA","View","Colombia"
"675","CORPORACION DE AHORRO E VIVIENDA DEL VALLE","","BOGOTA","View","Colombia"
"676","CAMARA DE COMPENSACION DE DIVISAS DE COLOMBIA S.A.","","BOGOTA","View","Colombia"
"677","CERVECERIA UNION S.A.","","BOGOTA","View","Colombia"
"678","CERVECERIA DEL VALLE S.A.","","BOGOTA","View","Colombia"
"679","CORPORACION FINANCIERA ALIADAS","","BOGOTA","View","Colombia"
"680","CORPORACION FINANCIERA DE CALDAS S.A.","HEAD OFFICE","MANIZALES","View","Colombia"
"681","CONSORCIO FIDUCOLOMBIA FIDUCOMERCIO MUNICIPIO SANT","","CALI","View","Colombia"
"682","CORPORACION FINANCIERA INTER S.A.","","BOGOTA","View","Colombia"
"683","CORPORACION FINANCIERA DE OCCIDENTE S.A.","","BOGOTA","View","Colombia"
"684","CORPORACION FINANCIERA POPULAR SA","","BOGOTA","View","Colombia"
"685","PROGRESO CORPORACION FINANCIERA S.A.","","BOGOTA","View","Colombia"
"686","CORPORACION FINANCIERA DEL TOLIMA SA","","BOGOTA","View","Colombia"
"687","CORPORACION FINANCIERA COLOMBIANA (FORMERLY CORPORACION FINANCIERA DEL VALLE S.A.)","HEADQUARTERS","CALI","View","Colombia"
"688","CORPORACION GRANCOLOMBIANA DE AHORRO E VIVIENDA GRANAHORRAR","","BOGOTA","View","Colombia"
"689","JPMORGAN CORPORACION FINANCIERA S.A.","","BOGOTA","View","Colombia"
"690","COLTEFINANCIERA S.A. COMPANIA DE FINANCIAMIENTO COMERCIAL","","MEDELLIN","View","Colombia"
"691","CORPORACION NACIONAL DE AHORRO E VIVIENDA CONAVI","","MEDELLIN","View","Colombia"
"692","CORPORACION FINANCIERA UNION SA","","BOGOTA","View","Colombia"
"693","COMPANIA GENERAL DE INVERSIONES LTDA","","BOGOTA","View","Colombia"
"694","COLTEJER S.A","","ITAGUI","View","Colombia"
"695","BANCOLOMBIA S.A.","","MEDELLIN","View","Colombia"
"696","BANCO COLPATRIA","","BOGOTA","View","Colombia"
"697","COMPANIA GLOBAL DE PINTURAS S.A.","","MEDELLIN","View","Colombia"
"698","CORPORACION FINANCIERA DE SANTANDER","","BUCARAMANGA","View","Colombia"
"699","CORPORACION POPULAR DE AHORRO E VIVIENDA CORPAVI","","BOGOTA","View","Colombia"
"700","CREDICORP CAPITAL COLOMBIA S.A.","","BOGOTA","View","Colombia"
"701","CITITRUST BOGOTA","","BOGOTA","View","Colombia"
"702","DEPOSITO CENTRALIZADO DE VALORES DE COLOMBIA S.A","","BOGOTA","View","Colombia"
"703","ECOPETROL S.A.","","BOGOTA","View","Colombia"
"704","FIDUCIARIA BOGOTA","","BOGOTA","View","Colombia"
"705","FINANCIERA COLPATRIA S.A.","","BOGOTA","View","Colombia"
"706","FINANCIERA DE DESARROLLO NACIONAL S.A. FORMALLY FINANCIERA ENERGETICA NACIONAL S.A.-FEN","","BOGOTA","View","Colombia"
"707","COOPERATIVA FINANCIERA DE ANTIOQUIA, CFA","","BOGOTA","View","Colombia"
"708","FINANCIERA DE INVERSIONES LTDA","","BOGOTA","View","Colombia"
"709","FINANCIERA MONSERRATE SA","","BOGOTA","View","Colombia"
"710","COMPANIA FINANCIERA INTERNACIONAL SA","","BOGOTA","View","Colombia"
"711","FONDO LATINOAMERICANO DE RESERVAS","","BOGOTA","View","Colombia"
"712","FONDO ANDINO DE RESERVAS","","BOGOTA","View","Colombia"
"713","FONDO DE GARANTIAS DE INSTITUCIONES FINANCIERAS","","BOGOTA","View","Colombia"
"714","BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A.","","BOGOTA","View","Colombia"
"715","GIROS Y FINANZAS C.F.C. S.A.","","CALI","View","Colombia"
"716","INTERCANJE LIMITADA","","BOGOTA","View","Colombia"
"717","INSTITUTO DE CREDITO TERRITORIAL","","BOGOTA","View","Colombia"
"718","IMPRESORA DEL SUR S.A.","","BOGOTA","View","Colombia"
"719","MERCANTIL DE INVESIONES SA","","BOGOTA","View","Colombia"
"720","INVERSORA PICHINCHA S.A. C.F.C.","","BOGOTA","View","Colombia"
"721","MALTERIA TROPICAL S.A.","","BOGOTA","View","Colombia"
"722","BANCO MULTIBANK, COLOMBIA. (FORMERLY MACROFINANCIERA C.F S.A.)","","BOGOTA","View","Colombia"
"723","MUNICIPIO SANTIAGO DE CALI","","CALI","View","Colombia"
"724","BANCO DE OCCIDENTE","HEADQUARTERS","CALI","View","Colombia"
"725","COMPANIA DE PROFESIONALES DE BOLSA S.A.","","BOGOTA","View","Colombia"
"726","BANCO PROCREDIT COLOMBIA SA","","BOGOTA","View","Colombia"
"727","POSTOBON S.A.","","MEDELLIN","View","Colombia"
"728","SAMSUNG ELECTRONICA DE COLUMBIA","","BOGOTA","View","Colombia"
"729","SUVALOR","","BOGOTA","View","Colombia"
"730","CORPORACION FINANCIERA DEL TRANSPORTE S.A.","","BOGOTA","View","Colombia"
"731","BOLSA DE VALORES DE COLOMBIA S.A","","BOGOTA","View","Colombia"
"732","BANCO CAJA SOCIAL","","BOGOTA","View","Colombia"
"733","BANCO AGRARIO DE COLOMBIA S.A. (FORMERLY CAJA DE CREDITO AGRARIO INDUSTRIAL Y MINERO)","","BOGOTA","View","Colombia"
"734","BANCO DAVIVIENDA S.A.(FORMERLY GRANBANCO BANCAFE S.A.)","","BOGOTA","View","Colombia"
"735","BANCO FALABELLA S.A.","","BOGOTA","View","Colombia"
"736","ACH COLOMBIA S.A.","","BOGOTA","View","Colombia"
"737","FITCH RATINGS COLOMBIA","","BOGOTA","View","Colombia"
"738","POLIPROPILENO DEL CARIBE S.A.","","BOGOTA","View","Colombia"
"739","ALLIANCE ENTERPRISE S.A.S.","","BOGOTA","View","Colombia"
"740","BOLSA Y RENTA COMISIONISTA DE BOLSA","","MEDELLIN","View","Colombia"
"741","BANCO PICHINCHA S.A.","","BOGOTA","View","Colombia"
"742","REFINERIA DE CARTAGENA S.A.","","BOGOTA","View","Colombia"
"743","HOCOL S.A.","","BOGOTA","View","Colombia"
"744","COLOMBIA MOVIL SA ESP","","BOGOTA","View","Colombia"
"745","EMPRESA DE TELECOMUNICACIONES DE BOGOTA S.A E.SP.","","BOGOTA","View","Colombia"
"746","CORREDORES ASOCIADOS S.A.","","BOGOTA","View","Colombia"
"747","ITAU BBA COLOMBIA SA CORPORACION FINANCEIRA","","","View","Colombia"
"748","CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS S.A.S.","","","View","Colombia"
"749","GLOBAL SECURITIES S.A. COMISIONISTA DE BOLSA","","","View","Colombia"
"750","BANCO SANTANDER DE NEGOCIOS COLOMBIA S.A.","","","View","Colombia"
"751","MUNICIPIO DE MEDELLIN","","","View","Colombia"
"752","ALIANZA VALORES COMISIONISTA DE  BOLSA S.A","","","View","Colombia"
"753","CAJA COLOMBIANA DE SUBSIDIO FAMILIAR COLSUBSIDIO","","","View","Colombia"
"754","ADMINISTRADORA COLOMBIANA DE PENSIONES - COLPENSIONES","","","View","Colombia"
"755","ALLIANZ SEGUROS S.A.","","","View","Colombia"
"756","ALLIANZ SEGUROS DE VIDA S.A.","","","View","Colombia"
"757","FONDO VOLUNTARIO DE PENSIONES  ADMINISTRADO POR ALLIANZ SEGUROS DE VIDA S.A.","","","View","Colombia"
"758","SABMILLER COLOMBIA","","","View","Colombia"
"759","UNE EPM TELECOMUNICACIONES S.A.","","","View","Colombia"
"760","CARVAJAL SERVICIOS S.AS.","","","View","Colombia"
"761","BBVA ASSET MANAGEMENT SOCIEDAD FIDUCIARIA","","","View","Colombia"
"762","ALMACENES EXITO S.A. (GRUPO EXITO)","","","View","Colombia"
"763","BRITISH AMERICAN TOBACCO COLOMBIA S.A.S.","","","View","Colombia"
"764","PORVENIR S.A.","","","View","Colombia"
"765","OLEODUCTO CENTRAL S.A.","","","View","Colombia"
"766","OLEODUCTO DE COLOMBIA S.A.","","","View","Colombia"
"767","MAPFRE SEGUROS GENERALES DE COLOMBIA S.A.","","","View","Colombia"
"768","FIDUCIARIA BANCOLOMBIA","","","View","Colombia"
"769","VALORES BANCOLOMBIA","","","View","Colombia"
"770","ALPINA PRODUCTOS ALIMENTICIOS S.A.","","","View","Colombia"
"771","BANCO DE BOGOTA","","SAN ANDRES","View","Colombia"
"772","BANCO DE BOGOTA","","BARRANQUILLA","View","Colombia"
"773","BANCO DE BOGOTA","","BUCARAMANGA","View","Colombia"
"774","BANCO DE BOGOTA","HEADQUARTERS OFFICES","BOGOTA","View","Colombia"
"775","BANCO DE BOGOTA","","CALI","View","Colombia"
"776","BANCO DE BOGOTA","","CARTAGENA","View","Colombia"
"777","BANCO DE BOGOTA","","CUCUTA","View","Colombia"
"778","BANCO DE BOGOTA","","MEDELLIN","View","Colombia"
"779","BANCO DE BOGOTA","","MANIZALES","View","Colombia"
"780","BANCO DE BOGOTA","","PEREIRA","View","Colombia"
"781","BANCO CORPBANCA COLOMBIA S.A ( FORMERLY HELM BANK)","","BARRANQUILLA","View","Colombia"
"782","BANCO CORPBANCA COLOMBIA S.A ( FORMERLY HELM BANK)","","CALI","View","Colombia"
"783","BANCO CORPBANCA COLOMBIA S.A ( FORMERLY HELM BANK)","","MEDELLIN","View","Colombia"
"784","BANCO POPULAR-COLOMBIA","","SAN ANDRES","View","Colombia"
"785","BANCO POPULAR-COLOMBIA","","ARMENIA","View","Colombia"
"786","BANCO POPULAR-COLOMBIA","ZONA NORTE","BARRANQUILLA","View","Colombia"
"787","BANCO POPULAR-COLOMBIA","ZONA ORIENTAL","BUCARAMANGA","View","Colombia"
"788","BANCO POPULAR-COLOMBIA","ZONA 1","BOGOTA","View","Colombia"
"789","BANCO POPULAR-COLOMBIA","ZONA 2","BOGOTA","View","Colombia"
"790","BANCO POPULAR-COLOMBIA","ZONA 3","BOGOTA","View","Colombia"
"791","BANCO POPULAR-COLOMBIA","ZONA SUR","CALI","View","Colombia"
"792","BANCO POPULAR-COLOMBIA","","CARTAGENA","View","Colombia"
"793","BANCO POPULAR-COLOMBIA","ZONA CENTRAL","IBAGUE","View","Colombia"
"794","BANCO POPULAR-COLOMBIA","ZONA NOROCCIDENTAL","MEDELLIN","View","Colombia"
"795","BANCO POPULAR-COLOMBIA","","MANIZALES","View","Colombia"
"796","BANCO POPULAR-COLOMBIA","","PEREIRA","View","Colombia"
"797","BANCO CORPBANCA COLOMBIA S.A.","","BARRANQUILLA","View","Colombia"
"798","BANCO CORPBANCA COLOMBIA S.A.","","BOGOTA","View","Colombia"
"799","BANCO CORPBANCA COLOMBIA S.A.","","CALI","View","Colombia"
"800","BANCO CORPBANCA COLOMBIA S.A.","SECURITY SERVICES COLOMBIA","BOGOTA","View","Colombia"
"801","BANCO GNB SUDAMERIS","","BARRANQUILLA","View","Colombia"
"802","BANCO GNB SUDAMERIS","","BUCARAMANGA","View","Colombia"
"803","BANCO GNB SUDAMERIS","","CALI","View","Colombia"
"804","BANCO GNB SUDAMERIS","","CARTAGENA","View","Colombia"
"805","BANCO GNB SUDAMERIS","","MEDELLIN","View","Colombia"
"806","BANCO GNB SUDAMERIS","","MANIZALES","View","Colombia"
"807","BANCO DAVIVIENDA S.A.(FORMERLY GRANBANCO BANCAFE S.A.)","","BARRANQUILLA","View","Colombia"
"808","BANCO DAVIVIENDA S.A.(FORMERLY GRANBANCO BANCAFE S.A.)","","CALI","View","Colombia"
"809","BANCO DAVIVIENDA S.A.(FORMERLY GRANBANCO BANCAFE S.A.)","","MEDELLIN","View","Colombia"
"810","CORPORACION FINANCIERA DE CALDAS S.A.","BRANCH OFFICE","MANIZALES","View","Colombia"
"811","CORPORACION FINANCIERA DE CALDAS S.A.","","BOGOTA","View","Colombia"
"812","CORPORACION FINANCIERA DE CALDAS S.A.","","CALI","View","Colombia"
"813","CORPORACION FINANCIERA DE CALDAS S.A.","","MEDELLIN","View","Colombia"
"814","PROGRESO CORPORACION FINANCIERA S.A.","","CALI","View","Colombia"
"815","CORPORACION FINANCIERA COLOMBIANA (FORMERLY CORPORACION FINANCIERA DEL VALLE S.A.)","BARRANQUILLA AGENCY","BARRANQUILLA","View","Colombia"
"816","CORPORACION FINANCIERA COLOMBIANA (FORMERLY CORPORACION FINANCIERA DEL VALLE S.A.)","BOGOTA AGENCY","BOGOTA","View","Colombia"
"817","CORPORACION FINANCIERA COLOMBIANA (FORMERLY CORPORACION FINANCIERA DEL VALLE S.A.)","INTERNATIONAL BRANCH","CALI","View","Colombia"
"818","CORPORACION FINANCIERA COLOMBIANA (FORMERLY CORPORACION FINANCIERA DEL VALLE S.A.)","","CALI","View","Colombia"
"819","CORPORACION FINANCIERA COLOMBIANA (FORMERLY CORPORACION FINANCIERA DEL VALLE S.A.)","MEDELLIN AGENCY","MEDELLIN","View","Colombia"
"820","BANCOLOMBIA S.A.","","BARRANQUILLA","View","Colombia"
"821","BANCOLOMBIA S.A.","","BUCARAMANGA","View","Colombia"
"822","BANCOLOMBIA S.A.","","CALI","View","Colombia"
"823","BANCOLOMBIA S.A.","","CARTAGENA","View","Colombia"
"824","BANCOLOMBIA S.A.","","MEDELLIN","View","Colombia"
"825","BANCOLOMBIA S.A.","","PEREIRA","View","Colombia"
"826","BANCO BILBAO VIZCAYA ARGENTARIA COLOMBIA S.A.","HEADQUARTERS","BOGOTA","View","Colombia"
"827","BANCO DE OCCIDENTE","","SAN ANDRES","View","Colombia"
"828","BANCO DE OCCIDENTE","","BARRANQUILLA","View","Colombia"
"829","BANCO DE OCCIDENTE","","BUCARAMANGA","View","Colombia"
"830","BANCO DE OCCIDENTE","","BOGOTA","View","Colombia"
"831","BANCO DE OCCIDENTE","BRANCH","CALI","View","Colombia"
"832","BANCO DE OCCIDENTE","","CARTAGENA","View","Colombia"
"833","BANCO DE OCCIDENTE","","MEDELLIN","View","Colombia"
"834","SAMSUNG ELECTRONICA DE COLUMBIA","SAMCOL","BOGOTA","View","Colombia"
"835","CORPORACION FINANCIERA DEL TRANSPORTE S.A.","","MEDELLIN","View","Colombia"
"836","ITAU BBA COLOMBIA SA CORPORACION FINANCEIRA","","BOGOTA","View","Colombia"
"837","ALLIANCE ENTERPRISE S.A.S.","LOWE SSP-3 SA","BOGOTA","View","Colombia"
"838","REFINERIA DE CARTAGENA S.A.","PATRIMONIO AUTONOMO","BOGOTA","View","Colombia"
"839","BNP PARIBAS COLOMBIA CORPORACION FINANCIERA S.A.","SECURITIES SERVICES","BOGOTA","View","Colombia"
"840","SABMILLER COLOMBIA","","","View","Colombia"
"841","SABMILLER COLOMBIA","","","View","Colombia"
"842","SABMILLER COLOMBIA","","","View","Colombia"
"843","BNP PARIBAS COLOMBIA CORPORACION FINANCIERA S.A.","","","View","Colombia"
"844","SABMILLER COLOMBIA","","","View","Colombia"
"845","CITIBANK COLOMBIA","","BOGOTA","View","Colombia"
"846","DEPOSITO CENTRAL DE VALORES (DCV)","","BOGOTA","View","Colombia"
"847","CITIBANK","","BOGOTA","View","Colombia"
"848","ACH COLOMBIA SA","","BOGOTA","View","Colombia"
"849","GLOBAL SECURITIES SA COMISIONISTA DE BOLSA","","MEDELLIN","View","Colombia"
"850","FINANCIERA CAMBIAMOS SA CFC","","BOGOTA","View","Colombia"
"851","EMPRESA DE TELECOMUNICACIONES DE BOGOTA SA ESP","","BOGOTA","View","Colombia"
"852","CENIT TRANSPORTE Y LOGISTICA DE HIDROCARBUROS SAS","","BOGOTA","View","Colombia"
"853","INTERBOLSA SA COMISIONISTA DE BOLSA","","BOGOTA","View","Colombia"
"854","ITAU BBA COLOMBIA SA CORPORACION FINANCEIRA","","BOGOTA","View","Colombia"
"855","HSBC COLOMBIA SA","","BOGOTA","View","Colombia"
"856","ADMINISTRADORA COLOMBIANA DE PENSIONES COLPENSIONES",NA,"BOGOTA","View","Colombia"
"857","SCOTIABANK COLOMBIA SA",NA,"BOGOTA","View","Colombia"
"858","REFINERIA DE CARTAGENA SA",NA,"BOGOTA","View","Colombia"
"859","BANCO SANTANDER DE NEGOCIOS COLOMBIA SA",NA,"BOGOTA","View","Colombia"
"860","ABACO CIA. FINANCIERA S.A.","","BUENOS AIRES","View","Argentina"
"861","AMERICAN EXPRESS BANK LTD.","","BUENOS AIRES","View","Argentina"
"862","NUEVO BANCO DEL CHACO S.A.","","BUENOS AIRES","View","Argentina"
"863","BANCO DE LA CIUDAD DE BUENOS AIRES","","BUENOS AIRES","View","Argentina"
"864","HSBC BANK ARGENTINA SA","","BUENOS AIRES","View","Argentina"
"865","BANCO PIANO S.A.","","BUENOS AIRES","View","Argentina"
"866","BANCO DE VALORES","","BUENOS AIRES","View","Argentina"
"867","BANCO BRADESCO ARGENTINA S/A","","BUENOS AIRES","View","Argentina"
"868","BANCO CREDICOOP COOPERATIVO LIMITADO","","BUENOS AIRES","View","Argentina"
"869","BANCO CENTRAL DE LA REPUBLICA ARGENTINA","","BUENOS AIRES","View","Argentina"
"870","BANCO DEL TUCUMAN S.A.","","SAN MIGUEL DE TUCUMAN","View","Argentina"
"871","NUEVO BANCO DE ENTRE RIOS S.A.","","PARANA (ENTRE RIOS)","View","Argentina"
"872","BANCO DE FORMOSA S.A.","","FORMOSA","View","Argentina"
"873","BANCO FINANSUR S.A.","","BUENOS AIRES","View","Argentina"
"874","BANCO HIPOTECARIO S.A.","","BUENOS AIRES","View","Argentina"
"875","BANCO DE INVERSION Y COMERCIO EXTERIOR S.A.","","BUENOS AIRES","View","Argentina"
"876","BANCO INTERFINANZAS S.A.","","BUENOS AIRES","View","Argentina"
"877","BBVA - BANCO FRANCES S.A.","","BUENOS AIRES","View","Argentina"
"878","BANCO MERIDIAN S.A.","","BUENOS AIRES","View","Argentina"
